,지도표시 매체명,회사명,매체 위치좌표,,지번주소,도로명주소,규격,입지특성,,키워드1,키워드2,키워드3,키워드4,키워드5,거리뷰좌표,해상도,계약정보
477,해운대 센텀시티 아이스링크장 전광판,인앤아웃컴퍼니,35.1688179,129.1295233,부산 해운대구 우동 1495,부산 해운대구 센텀남대로 35 (우동),9.4m*5.4m,.,07:00 - 22:00,센텀시티,백화점,아이스링크,대형쇼핑몰,벡스,,940x540,1일 20초 100회 - 500만원/월*기재된 내용 외의 기간 및 비용 협의 가능
478,대구 동성로 법무사회관 전광판,인앤아웃컴퍼니,35.8689954,128.5953695,대구 중구 동성로2가 162,대구 중구 동성로 26 (동성로2가),14.0 x 8.0m,.,06:00 - 24:00,중앙로역,동성로 ,대구백화점,김광석거리,번화가,,1280 x 768,1일 20초 100회 - 600만원/월*기재된 내용 외의 기간 및 비용 협의 가능
479,논현 성보빌딩 전광판,인앤아웃컴퍼니,37.5174441,127.0357739,서울 강남구 논현동 106-6,서울 강남구 언주로 714 (논현동),13.4 x 7.3m,.,06:00 - 23:00,강남구청역,도산공원,,,,,1920 x 1080,1일 20초 100회 - 500만원/월1일 30초 100회 - 650만원/월*기재된 내용 외의 기간 및 비용 협의 가능
480,광화문 정부청사 전광판,인앤아웃컴퍼니,37.5736083,126.975025,서울 종로구 도렴동 95-1,서울 종로구 사직로8길 60 (도렴동),12.8m x 7.4m,.,07:00 - 23:00,세종대로,세종문화회관,경복궁,공익전광판,,,1920 x 1080,1일 20초 30회 - 300만원/월*기재된 내용 외의 기간 및 비용 협의 가능
481,제주 김영석 성형외과 전광판,인앤아웃컴퍼니,33.4868039,126.4793043,제주특별자치도 제주시 노형동 1289-5,제주특별자치도 제주시 도령로 1 (노형동),12.5m x 7.2m,.,07:00 - 23:00,노형오거리,1100로,제주공항,중문관광단지,한라산,,1024 x 560,1일 20초 100회 - 700만원/월*기재된 내용 외의 기간 및 비용 협의 가능
482,홍대 오트파사드미디어 전광판,인앤아웃컴퍼니,37.5562683,126.9223753,서울 마포구 동교동 160-1,서울 마포구 양화로 151 (동교동),.,.,06:00 - 24:00,홍대입구역,공항철도,카페거리,연남동,글로벌,,1472 x 1088,"1일 20초 100회 - 900만원/월1일 30초 100회 - 1,200만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
483,코엑스 채널코엑스 전광판,인앤아웃컴퍼니,37.5116621,127.0594275,서울 강남구 삼성동 159,서울 강남구 영동대로 513 (삼성동),84인치 x 20면,.,06:00 - 24:00,코엑스,스타필드,파르나스몰,삼성역,전시,,2160 x 3840,"1일 15초 150회 - 1,500만원/월1일 20초 100회 - 1,500만원/월1일 30초 75회 - 1,500만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
484,하남 스타필드 잇토피아 미디어스크린 전광판 ,인앤아웃컴퍼니,37.5454628,127.2238404,경기 하남시 신장동 616,경기 하남시 미사대로 750 (신장동),12.6 x 7.8,.,10:00 - 22:00,하남스타필드,하남검단산역,하남,미사 ,대형쇼핑몰,,1920 x 1080,1일 20초 100회 - 700만원/월*기재된 내용 외의 기간 및 비용 협의 가능
485,신논현역 비제바노 전광판,인앤아웃컴퍼니,37.5037088,127.02534,서울 강남구 역삼동 809,서울 강남구 강남대로 464 (역삼동),14.8ｍ x 11ｍ,.,06:00 - 24:00,교보문고,강남대로,,,,,1152 x 832,"1일 20초 100회 - 1,000만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
486,부산역 지하철 연결통로 전광판,인앤아웃컴퍼니,35.1170664,129.0403727,부산 동구 초량동 375,부산 동구 중앙대로 221 (초량동),7.0 x 1.8,.,05:00 - 24:00,부산,부산역,KTX,부산필수코스,지하철연결로,,2816 x 704 [(1408 x704)x2],1일 20초 120회 - 300만원/월1일 30초 120회 - 400만원/월*기재된 내용 외의 기간 및 비용 협의 가능
487,테헤란로 성담빌딩 전광판,인앤아웃컴퍼니,37.5055012,127.0508807,서울 강남구 삼성동 142-35,서울 강남구 테헤란로 411 (삼성동),11.8 x 19.0m,.,06:00 - 24:00,,,,,,,1120 x 1888,"1일 20초 150회 - 1,500만원/월1일 30초 100회 - 1,500만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
488,김포 고촌 전광판,인앤아웃컴퍼니,37.599763,126.7714135,경기 김포시 고촌읍 신곡리 575-6,경기 김포시 고촌읍 김포대로 323,8m x 3m,.,06:00 - 24:00,김포,48번국도,고촌역,고촌,순환고속도,,.,1일 20초 190회 - 300만원/월*기재된 내용 외의 기간 및 비용 협의 가능
489,강남 신세계 센트럴시티 파미에DS,인앤아웃컴퍼니,37.5041707,127.0046259,서울특별시 서초구 반포동  19-3,서울특별시 서초구 신반포로  176 센트럴시티,"A 3.5 x 7 (1기) , B 5.5 x 1 (2기) , C 1.9 x 1.1 (6기)",.,10:30 - 22:30,센트럴시티,고속터미널역,백화점,,,,9기 개별송출,1일 20초 120회 - 700만원/월*기재된 내용 외의 기간 및 비용 협의 가능
490,강남 신세계 센트럴시티 스퀘어DS,인앤아웃컴퍼니,37.5037661,127.0048082,서울특별시 서초구 반포동  19-3,서울특별시 서초구 신반포로  176 센트럴시티,"트러스 10.0 x 2.5m (1기) , 사각기둥 1.5 x 3.0m x 4면 (8기)",.,05:00 - 26:00,센트럴시티,고속터미널역,백화점,,,,"트러스 3360 x 840 , 사각기둥 1920 x 960","1일 20초 120회 - 3,000만원/월1일 20초 60회 - 1,600만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
491,강남 신세계 센트럴시티 게이트DS,인앤아웃컴퍼니,37.5039441,127.0047211,서울특별시 서초구 반포동  19-3,서울특별시 서초구 신반포로  176 센트럴시티,6 x 2 (13기),.,05:00 - 26:00,버스터미널,고속터미널역,센트럴시티,,000,,.,"1일 20초 120회 - 1,500만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
492,평택역 광장  LED 전광판 ,평택광고기획,36.9923047,127.0870733,경기도 평택시 평택동  45-4,경기도 평택시 평택1로  4,10.3 x 6.9m,"2023년 새롭게 준공된 대형 전광판으로 뛰어난 화질을 자랑하며, 타지역에 비해 저렴한 가격으로, 하루 평균 13만명의 유동 인구에 노출되어 광고 효과를 극대화 할 수 있음.",07:00 - 23:00,,,,,,,Pixel Pitch 10mm. SMD 3IN1,1일 20초 100회 - 250만원/월
493,서울역 서울 브릿지,인앤아웃컴퍼니,37.5548376,126.9717326,서울 용산구 동자동 43-205,서울 용산구 한강대로 405 (동자동),14.3m x 2.0m,.,04:30 - 24:30,전국유동,여행,,,기차,,5472 x 768 (1368*768 x 4),"1일 20초 100회 - 1,600만원/월1일 30초 70회 - 1,600만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
494,오송역 게이트 전광판,(주)라이프스케이프,36.619533,127.3269985,충청북도 청주시 흥덕구 오송읍 오송리 149-26,충북 청주시 흥덕구 오송읍 오송가락로 123,0.96m x 1.92m x 2면 / 1.92m x 1.92m x 1,오송역 버스정류장 방향 유동인구 많은 지점,05:00 - 01:00,오송역,세종시 ,,,,,1536*768 전체 1개의 파일로 제작  (384 x 768 x 2면 / 768 x 768 x 1면),"1일 20초 100회 이상-1,000만원/월"
495,서울신문 전광판,인앤아웃컴퍼니,37.5674232,126.9778908,서울 중구 태평로1가 25,서울 중구 세종대로 124 (태평로1가),12.8m x 7.2m,.,06:00 - 24:00,시청역,광화문,서울광장,을지로,덕수궁,,1024 x 576,"1일 20초 144회 - 1,500만원/월1일 30초 96회 - 1,500만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
496,대구 죽전네거리 죽전메디빌 전광판,인앤아웃컴퍼니,35.8495603,128.5357034,대구 달서구 감삼동 452-1,대구 달서구 달구벌대로 1542 (감삼동),15m x 8.5m,.,06:00 - 24:00,대구,죽전네거리,달구벌대로,정체구간,문화밀집지역,,15x8.5,1일 20초 120회 - 300만원/월*기재된 내용 외의 기간 및 비용 협의 가능
497,강남역 미왕빌딩,인앤아웃컴퍼니,37.4955153,127.0291717,서울특별시 강남구 역삼동  826-21,서울특별시 강남구 강남대로  364 미왕빌딩,12.7m x 17.4m,.,06:00 - 24:00,강남,2호선,강남역사거리,신분당선,테헤란로,,1056x1728,"1일 20초 100회 - 1,200만원/월1일 30초 100회 - 1,500만원/월*기재된 내용 외의 기간 및 비용 협의 가능"
499,중앙대 약학대 미디어,(주)아란,37.5063461,126.9587983,서울특별시 동작구 흑석동  221,서울특별시 동작구 흑석로  84 중앙대학교,109cm (화면비율16:9),중앙대학교 102 약학대학 R&D,08:00 - 18:00,MZ타겟,카페광고,대학교광고,,,,1920 x 1080,1일 15초 영상 100회-25만원/월(패키지)디지털 미디어+포스터+pop보드 별도문의
500,이화여대 헬렌관 미디어,(주)아란,37.5605897,126.9468508,서울특별시 서대문구 대현동  11-1,서울특별시 서대문구 이화여대길  52 이화여자대학교,109cm (화면비율16:9),"이대 입학관, 삼성홀, 디자인대학원 진입로 헬렌관",08:00 - 18:00,MZ타겟,카페광고,대학교광고,,,,1920 x 1080,1일 15초 영상 100회-25만원/월(패키지)디지털 미디어+포스터+pop보드 별도문의
501,성신여대 운정 미디어,(주)아란,37.6322547,127.0275733,서울 강북구 미아동 147,서울 강북구 도봉로76가길 55 (미아동), 109cm (화면비율16:9),"성신여자대학교 운정그린캠퍼스 B동 지하1층, 융합문화예술대학, 간호대학, 생활과학대학, 자연과학대학, 뷰티융합 대학원 등",08:00 - 18:00, MZ타겟, 카페광고, 대학교광고,,,, 1920 x 1080,1일 15초 영상 100회-25만원/월(패키지)디지털 미디어+포스터+pop보드 별도문의
502,강서대 학생회관 미디어, (주)아란,37.5490884,126.8545841,서울특별시 강서구 화곡동  1123-40,서울특별시 강서구 까치산로24길  51 케이씨대학교, 109cm (화면비율16:9),KC대학교 학생회관 1층,08:00 - 18:00, MZ타겟, 카페광고, 대학교광고,,,, 1920 x 1080,1일 15초 영상 100회-25만원/월(패키지)디지털 미디어+포스터+pop보드 별도문의
503,명지전문대 본관 미디어, (주)아란,37.5847161,126.9248643,서울특별시 서대문구 홍은동  356-1,서울특별시 서대문구 가좌로  134 명지전문대학, 109cm (화면비율16:9),본관B동 도서관 1층,08:00 - 18:00, MZ타겟, 카페광고, 대학교광고,,,, 1920 x 1080,1일 15초 영상 100회-25만원/월(패키지)디지털 미디어+포스터+pop보드 별도문의
504,동국대 본관 미디어, (주)아란,37.5590193,126.999412,서울특별시 중구 장충동2가  192-5,서울특별시 중구 필동로1길  46, 109cm (화면비율16:9),본관 야외테라스  ,08:00 - 18:00, MZ타겟, 카페광고, 대학교광고,,,, 1920 x 1080,1일 15초 영상 100회-25만원/월(패키지)디지털 미디어+포스터+pop보드 별도문의
505,중앙대 아트센터 미디어, (주)아란,37.5052014,126.9544034,서울특별시 동작구 흑석동  221,서울특별시 동작구 흑석로  84 중앙대학교, 109cm (화면비율16:9),301관 아트센터 3층  ,08:00 - 18:00, MZ타겟, 카페광고, 대학교광고,,,, 1920 x 1080,1일 15초 영상 100회-25만원/월(패키지)디지털 미디어+포스터+pop보드 별도문의
506,한양대 FTC관 미디어, (주)아란,37.5547494,127.0474369,서울특별시 성동구 사근동  110,서울특별시 성동구 왕십리로  220 한양사이버대학교, 109cm (화면비율16:9),한양 디지털 헬스케어 센터 FTC관 3층 로비층  ,08:00 - 18:00, MZ타겟, 카페광고 , 대학교광고,,,, 1920 x 1080,1일 15초 영상 100회-25만원/월(패키지)디지털 미디어+포스터+pop보드 별도문의
507,한양사이버대 미디어, (주)아란,37.5571729,127.0475538,서울 성동구 행당동 17,서울 성동구 왕십리로 220 (행당동), 109cm (화면비율16:9),사이버 2관 1층  ,08:00 - 18:00, MZ타겟, 카페광고, 대학교광고,,,, 1920 x 1080,1일 15초 영상 100회-25만원/월(패키지)디지털 미디어+포스터+pop보드 별도문의
508,성신여대 수정관 미디어, (주)아란,37.591177,127.0227438,서울특별시 성북구 돈암동  산7-1,서울특별시 성북구 보문로34다길  2 성신여자대학교, 109cm (화면비율16:9),수정캠퍼스 수정관 1층  ,08:00 - 18:00, MZ타겟, 카페광고, 대학교광고,,,, 1920 x 1080,1일 15초 영상 100회-25만원/월(패키지)디지털 미디어+포스터+pop보드 별도문의
509,홍익대 중앙도서관 미디어, (주)아란,37.5511987,126.9266661,서울특별시 마포구 상수동  72-1,서울특별시 마포구 와우산로  94 학교법인홍익학원, 109cm (화면비율16:9),중앙도서관 4층 ,08:00 - 18:00, MZ타겟, 카페광고, 대학교광고,,,, 1920 x 1080,1일 15초 영상 100회-25만원/월 (패키지)디지털 미디어+포스터+pop보드 별도문의
510,서울대 기숙사 미디어, (주)아란,37.4653568,126.9570674,서울특별시 관악구 봉천동  산4-2,서울특별시 관악구 관악로  1 서울대학교, 109cm (화면비율16:9),관악학생생활관(기숙사) 글로벌학생생활관 1층 ,08:00 - 18:00,MZ타겟,카페광고,대학교광고,,,, 1920 x 1080,1일 15초 영상 100회-25만원/월 (패키지)디지털 미디어+포스터+pop보드 별도문의
511,고려대 SK미래관 미디어, (주)아란,37.5880315,127.0325793,서울특별시 성북구 안암동5가  1-2,서울특별시 성북구 안암로  145 고려대학교안암캠퍼스, 109cm (화면비율16:9),sk미래관 3층  ,08:00 - 18:00, MZ타겟, 카페광고, 대학교광고,,,, 1920 x 1080,1일 15초 영상 100회-25만원/월 (패키지)디지털 미디어+포스터+pop보드 별도문의
512,경기대 본관 미디어, (주)아란,37.5652191,126.9621674,서울특별시 서대문구 충정로2가  67-13,서울특별시 서대문구 경기대로9길  24 경기대학교, 109cm (화면비율16:9),서울캠퍼스 본관 1층 ,08:00 - 18:00, MZ타겟, 카페광고, 대학교광고,,,, 1920 x 1080,1일 15초 영상 100회-25만원/월 (패키지)디지털 미디어+포스터+pop보드 별도문의
513,상명대 미래백년관 미디어, (주)아란,37.6030939,126.9549307,서울특별시 종로구 홍지동  7-1,서울특별시 종로구 홍지문2길  20 상명대학교, 109cm (화면비율16:9),미래백년관 지하 1층 ,08:00 - 18:00, MZ타겟, 카페광고, 대학교광고,,,, 1920 x 1080,1일 15초 영상 100회-25만원/월 (패키지)디지털 미디어+포스터+pop보드 별도문의
514,건국대 연구관 미디어, (주)아란,37.5441945,127.0753735,서울특별시 광진구 화양동  393-1,서울특별시 광진구 능동로  120 건국대학교, 109cm (화면비율16:9),상허연구관 1층 ,08:00 - 18:00, MZ타겟, 카페광고, 대학교광고,,,, 1920 x 1080,1일 15초 영상 100회-25만원/월 (패키지)디지털 미디어+포스터+pop보드 별도문의
515,인덕대 창업관 미디어, (주)아란,37.6295919,127.0552392,서울특별시 노원구 월계동  648,서울특별시 노원구 초안산로  12 인덕대학교.인덕과학기술고등학교, 109cm (화면비율16:9),연지스퀘어 브랜드창업관 지하 1층 ,08:00 - 18:00, MZ타겟, 카페광고, 대학교광고,,,, 1920 x 1080,1일 15초 영상 100회-25만원/월 (패키지)디지털 미디어+포스터+pop보드 별도문의
516,건국대 부동산학관 미디어, (주)아란,37.5433722,127.0781671,서울특별시 광진구 화양동  393-1,서울특별시 광진구 능동로  120 건국대학교, 109cm (화면비율16:9),해봉 부동산학관 1층 ,08:00 - 18:00, MZ타겟, 카페광고, 대학교광고,,,, 1920 x 1080,1일 15초 영상 100회-25만원/월 (패키지)디지털 미디어+포스터+pop보드 별도문의
517,고려대 경영관 미디어, (주)아란,37.5908518,127.0352642,서울특별시 성북구 종암동  29-26,서울특별시 성북구 종암로  13 고려대학교교우회, 109cm (화면비율16:9),현대자동차 경영관  ,08:00 - 18:00, MZ타겟, 카페광고, 대학교광고,,,, 1920 x 1080,1일 15초 영상 100회-25만원/월 (패키지)디지털 미디어+포스터+pop보드 별도문의
518,한양대 인문관 미디어, (주)아란,37.5581985,127.0435845,서울특별시 성동구 행당동  17-7,서울특별시 성동구 왕십리로  222 한양대학교, 109cm (화면비율16:9),인문관 지하 1층  ,08:00 - 18:00, MZ타겟, 카페광고, 대학교광고,,,, 1920 x 1080,1일 15초 영상 100회-25만원/월 (패키지)디지털 미디어+포스터+pop보드 별도문의
519,동국대 혜화관 미디어, (주)아란,37.5576624,127.001819,서울특별시 중구 장충동2가  192-5,서울특별시 중구 필동로1길  30 동국대학교, 109cm (화면비율16:9),혜화관 1층 ,08:00 - 18:00, MZ타겟, 카페광고, 대학교광고,,,, 1920 x 1080,1일 15초 영상 100회-25만원/월 (패키지)디지털 미디어+포스터+pop보드 별도문의
